10000 40000
1732 5568 7
6589 1038 5
1059 7604 -11
435 300 -3
8699 1801 13
1168 6239 -3
2457 6537 -3
8834 33 17
6364 914 16
1660 8735 4
1937 9594 -7
5426 8257 -7
5847 6393 -16
6093 7753 12
7540 9339 13
2462 9017 15
1895 7399 14
9986 2139 -8
7410 1826 -3
1999 9812 -6
260 4076 -8
9198 6313 -17
9638 8942 18
8295 7815 -8
1243 8970 1
9016 8712 -7
5291 6458 -10
4330 95 -11
1783 8065 11
8207 4698 5
2554 4066 -12
1830 8608 17
9520 8049 1
5034 1579 -4
2316 2400 -10
9700 8909 -8
5282 6745 0
9837 3028 3
1938 3680 -10
7022 9674 -15
5346 8853 -7
417 9942 -3
6736 2178 -12
2370 1505 15
6864 7586 -10
8808 6052 -3
2482 4138 -2
8242 9936 2
2749 3210 -3
55 9118 -12
8874 1150 -18
2298 4486 -9
8920 3546 -20
2487 6926 -5
4573 977 -12
5373 5014 6
437 3852 11
4219 2556 -6
8251 5981 -3
6585 8868 -3
1112 1963 7
5863 4549 4
8119 4534 -14
537 9737 10
2027 4344 16
1987 4326 -4
5428 7863 5
1485 4368 -3
4480 9839 2
7016 2199 -19
3732 1615 -14
6024 3593 4
6948 3831 7
9989 8287 17
4501 6877 -9
4556 4275 -11
5115 540 17
8471 1461 11
2183 8680 -13
5418 986 -5
1058 8904 -3
9015 3636 -9
8943 1033 11
8860 8860 18
9632 2281 -10
5314 6655 -7
1347 2195 -13
539 2754 -17
4956 1668 20
4242 4190 -4
7972 7954 -14
4567 629 -3
465 4371 18
7911 9657 -13
1200 3527 -2
5445 6623 -13
2484 7020 11
6328 452 0
9376 7563 13
789 4560 -15
630 1256 -12
781 2961 -1
3281 3908 -12
5361 9828 -14
2624 7972 -9
2623 414 -7
8208 53 12
2408 1170 11
236 3656 -5
333 9630 -18
5558 762 7
2584 2912 -19
2408 991 7
9631 4892 16
5748 6399 16
2273 4865 -7
1458 1747 19
929 309 11
4202 8634 -12
6497 2002 6
1875 7406 -14
6473 6726 2
8922 4828 3
4590 2404 19
6061 2714 2
252 1735 -13
7430 4828 2
6364 9029 -16
1817 7852 14
678 4416 11
8025 3711 -8
6849 806 1
8219 5960 3
805 8356 0
3317 360 13
9417 7332 16
1582 7014 -5
7175 8653 4
4540 4329 2
8675 5358 3
816 8987 -14
5895 5921 8
1646 2459 -6
7548 5526 12
5526 3519 20
3812 8852 5
368 9250 2
6858 6953 1
9925 1900 -5
4102 8733 -20
3911 2797 -9
5054 4178 9
5103 9227 5
6591 3447 -15
5562 2646 -2
7564 1659 8
2196 4639 -12
7708 9837 20
6755 5964 -1
3424 1066 -5
8372 852 -10
1528 9477 12
7728 4832 15
7145 461 -3
8744 3110 -17
1074 1958 -14
8588 8941 3
4116 6395 8
1177 4084 -20
6335 9296 -5
5099 4332 -20
5796 7926 -19
8561 9858 -16
1005 4617 -8
7294 4184 5
8557 172 -2
4798 3242 1
6753 9999 -17
7898 7557 14
9603 3325 14
6228 5034 16
5083 2043 6
3288 9842 2
3850 2799 -9
9605 2205 3
6598 7537 -2
110 8449 14
5320 8349 -14
8762 2299 -7
1044 8613 3
3804 5955 -3
6607 3920 -2
8981 1121 -1
9408 8527 1
4099 7028 7
4882 2432 10
7341 3840 16
579 2432 -7
8416 2921 2
3773 8063 -19
3672 5448 10
5020 8048 4
7874 4116 -9
7502 2268 -9
2672 136 18
3237 381 -4
5613 5230 10
5532 7338 13
9665 6533 1
7007 7497 -5
8080 4161 1
1569 749 7
371 4648 10
5331 7783 20
134 7738 9
3136 6354 10
8212 8875 10
1670 6301 -11
3164 7024 -16
8543 5962 -13
3864 8832 -3
7702 7063 3
6104 6952 2
9396 7103 -20
2985 3201 -18
4713 3380 11
9340 6213 -19
7298 5414 -9
7626 1505 17
3807 3966 15
1584 1113 -13
874 8485 20
5385 8176 19
5013 9453 -15
9884 8617 12
6170 485 -3
6385 4465 -9
3299 2190 -13
5981 50 2
3526 6626 -20
637 7777 11
6780 8487 -10
8387 8393 -15
1814 3576 5
5575 3936 -16
1410 3170 -13
4036 5904 -16
6140 2853 10
5358 4342 4
4777 2793 -5
5340 7297 19
8680 6116 -11
8705 5070 4
1921 6195 -17
9105 4079 -18
5992 8084 20
8175 2222 -8
7238 5165 19
3126 3827 18
2787 6299 -14
9104 3596 -7
1738 6709 5
9351 3068 10
5214 8690 14
1181 3930 -16
5204 8254 7
8870 9618 0
4612 8505 18
3197 3924 4
9767 7449 3
1731 5198 18
9701 3517 18
7852 9868 15
9758 1162 -2
6888 1519 7
4179 4065 -20
306 2990 -9
9811 7664 -12
7199 3088 15
5739 8979 -20
3039 4857 12
649 2508 -18
1400 826 -10
3950 1273 -14
2291 8752 -18
723 7606 2
3502 9582 -11
7618 5780 -8
5098 7288 18
5864 6677 14
6121 4746 18
9573 8120 -3
2445 7585 1
34 4362 2
4869 2655 19
1609 2992 2
3257 7646 -3
8229 358 -10
3961 9114 -20
3772 6292 -1
6208 5950 7
1464 9984 6
4419 3921 0
8774 3020 -20
3370 8086 2
3575 6835 17
4818 1892 -19
9107 3016 2
3405 1276 4
4427 1962 -9
9365 3057 -20
3767 3995 6
2746 4241 -19
2760 1760 -10
7825 2488 -17
4320 3609 -10
8061 4954 13
8723 6266 -13
3368 4793 -14
5632 551 3
7602 91 12
2957 215 3
985 2551 -9
2078 3055 16
382 6447 -17
2670 540 3
8021 1148 12
5702 8707 9
7295 3788 -10
9090 8716 -16
2951 5000 18
9476 1443 -18
6376 6249 6
9440 4054 12
3435 4926 -20
5027 1934 7
4196 3412 15
8175 8738 -9
6296 700 10
5773 3648 -11
9526 5106 4
4561 502 14
954 5641 -3
1939 355 11
3981 9711 20
4343 2353 -12
869 9957 19
3362 9670 -19
2776 1464 5
89 3125 12
6113 2802 -11
5417 3551 -11
3103 7375 6
6130 7653 4
5446 9935 3
2547 3171 -11
6173 7136 -13
9068 5856 -12
8119 6472 -19
6700 6814 7
1101 5213 9
2556 8209 6
8992 1914 -11
1740 6977 -11
5912 909 -2
286 1587 -11
6219 5808 -17
9905 8 20
6350 2805 15
1080 8388 -12
3792 7780 2
7011 1574 8
1309 6592 18
6157 66 -5
8559 1909 1
8637 7368 18
9582 5833 4
3944 7250 -15
4992 5405 18
6123 5234 -20
1930 2344 4
6245 7313 4
3178 1616 1
5029 7805 11
7456 9165 -8
5210 3109 -9
2222 8736 10
7296 4314 1
856 2358 12
2878 2178 16
2044 401 0
9822 3879 9
2644 6586 -5
4826 8264 -10
1980 2508 -13
9266 5703 15
2880 7278 -17
9889 5212 -12
9298 3598 -3
9197 4017 -17
874 9284 -10
6138 7232 5
2382 4287 -2
5447 42 17
9950 3824 -11
9174 4812 -19
5793 7251 -12
7727 9215 7
967 7202 -11
9728 7677 20
7332 7430 2
3887 2892 18
4603 6948 -15
464 8280 1
3512 1160 -1
1064 7998 -6
5513 1263 1
1403 5652 5
2708 991 11
3557 6653 -18
9392 170 20
5902 3525 0
7955 600 -19
6780 8829 7
8844 1030 -20
4393 7827 2
9428 5570 17
1588 1436 -7
3958 3069 11
3639 9504 -15
2219 2512 -3
9183 6043 10
1151 5448 1
1989 7634 -16
469 9549 -8
3336 2983 -10
9224 7467 16
8293 667 -7
9896 224 -14
7829 387 -14
16 7155 4
8795 4262 -19
1923 771 -20
1509 6066 -19
1812 4832 -12
2416 9753 12
6347 9326 9
893 5595 -9
6131 3449 15
4322 614 7
280 4107 -20
634 7333 8
2283 176 3
1868 9309 -20
8630 6976 -11
2669 5499 2
9914 9532 19
9773 2812 -13
8239 6180 -10
2711 501 -10
6512 1591 9
7034 5175 18
4305 5701 -1
3313 6291 -7
3413 8886 17
2790 1963 16
7358 6372 19
4493 3853 -16
850 6997 -6
2300 5170 16
1242 5507 15
7941 9541 0
2260 4631 6
5254 2977 12
965 6358 8
5985 4302 -13
8276 7765 -14
3392 4214 -18
3600 3628 13
2249 1177 -6
6051 689 -16
478 465 -8
9953 3714 9
6138 7128 17
6844 9861 -17
2279 9585 0
4188 9769 -7
7757 4422 -6
8411 5233 9
4273 4587 -17
6735 5289 -4
6146 5157 6
3180 9626 18
6265 4236 16
9606 4207 -11
3139 4202 -12
5803 7349 -5
1809 1483 7
8583 4535 -18
4612 5483 3
9693 1474 1
2278 4736 -8
6630 8567 9
9056 1610 -9
5506 3005 -13
9090 6337 -20
2706 3162 -16
9904 2866 -16
3275 7568 12
1940 5607 -17
7079 2797 17
8790 8837 14
2687 9123 -5
831 1471 1
3444 9912 5
1976 8495 8
7997 5545 -9
450 4531 12
633 8979 0
7834 8648 -10
7876 1634 15
4703 1496 -1
43 8127 -12
5819 5341 12
7077 8857 16
4604 8070 8
9328 5845 -1
6135 3206 13
1313 4759 18
389 5147 17
5921 8413 2
9196 8965 13
360 3480 -19
4105 2233 6
9058 0 10
953 5698 6
233 5980 20
2432 7444 -14
7004 8453 7
8977 9698 10
1254 4688 -13
5515 4549 -18
6003 6332 2
5083 175 -10
4044 6634 -7
1282 3044 -11
5978 9972 1
405 7779 -14
8707 3521 20
1267 6134 -5
5662 885 7
2668 9195 17
7351 9945 2
5395 3086 9
7763 2674 19
8527 9830 15
5371 8051 9
5782 323 -20
8974 7777 -14
5178 4302 0
4634 9410 -6
2820 1357 7
6144 7348 -9
7581 9420 -18
8412 8248 16
2701 5771 -13
4577 6689 0
6828 2045 3
8853 4078 -19
4708 9953 -10
1974 5743 -3
8902 1815 -8
6883 9763 3
240 7631 -15
7738 8846 16
8770 3887 -2
4148 6932 12
6064 2268 -16
1495 6608 -18
6488 9024 8
1808 6957 8
676 478 19
3529 7276 -17
5624 4440 -11
6335 4429 -14
7745 5450 15
3202 3097 -6
8369 6740 16
1854 5884 19
7276 1865 0
781 8164 8
6461 3707 14
2626 4018 19
7109 545 7
726 1882 12
441 1338 -14
6516 4552 15
5027 7963 -9
8062 3552 15
755 3217 17
9699 456 -14
7735 1425 8
7783 529 -17
3103 1737 -5
6115 34 8
329 2786 4
5670 6232 6
8466 9946 17
6089 1522 12
57 4001 18
2001 2760 12
7299 2567 14
296 1313 -9
6363 3340 6
3430 6638 -20
6627 2776 -3
1899 7751 -16
6164 188 15
5670 9465 12
1855 9077 -4
5463 5117 -10
2837 8013 8
750 2752 -10
4845 8684 14
2742 4991 17
1955 3931 -15
520 2400 18
1345 9490 -13
1956 7868 -4
160 161 19
7143 6932 14
5080 323 12
1010 9686 8
5073 5991 -16
9808 7310 8
2629 7508 17
4054 2369 -3
707 5809 -19
7027 7150 -8
2194 1830 -15
2266 4346 17
5311 9396 7
1071 2400 17
628 8365 6
6330 9830 1
6601 1834 3
1617 3114 6
347 255 -7
4624 751 17
3609 6136 -2
323 7822 8
6885 899 -13
8301 1250 18
6870 2374 15
4764 5057 16
8875 1169 -11
3696 2092 8
6046 5276 -17
7658 8562 16
5711 9015 -19
1852 2736 9
4016 2112 9
9789 5243 3
4584 9657 4
5419 5557 17
958 1843 -5
5259 1480 -12
1250 5092 10
5556 6415 0
9210 7236 5
1225 1960 -14
9756 310 -6
8185 1212 1
5822 3567 9
7740 9304 -15
160 3939 -2
7779 146 10
1339 7611 -18
6707 6635 9
9820 6702 6
6126 4279 13
3214 6081 10
5286 7941 6
2720 8961 15
5432 6803 -9
5298 1601 -6
7842 8777 5
5315 9423 8
4607 1140 13
3230 7822 -4
3992 2855 -1
5352 9461 -2
1921 6320 6
5334 7845 -7
6 4636 11
6333 881 13
5746 8253 0
5300 3065 8
6194 8929 0
9055 7656 -10
6999 5787 -10
9699 9639 15
7397 2063 -7
9129 6386 9
4033 1254 -8
4807 9396 17
4853 4721 20
5480 2684 6
7265 9750 -2
7184 9031 -19
7463 3746 -13
7736 7608 15
7413 114 -16
326 6302 3
4796 3649 6
3460 5780 20
2320 3005 -18
363 6075 3
8149 9303 -7
1216 8562 -9
6825 4310 -9
1541 9465 20
2903 6230 4
2938 662 -6
7372 6737 -11
8704 2164 -20
1769 4332 -1
5535 7092 -6
8620 8305 6
2013 3797 8
3464 448 -11
3236 2853 9
4056 8761 -17
4937 5032 -19
4466 6875 -5
850 1243 18
5033 3611 -9
5390 8024 -1
7215 589 9
2278 5781 -17
5277 9859 -13
8440 4819 -16
4863 237 8
3141 7728 -19
915 2940 -9
6253 8910 -16
7484 765 -13
6858 4242 10
4435 4378 15
6528 6894 10
9098 3840 -12
6937 1030 2
7840 809 -14
2542 8207 -19
1768 4090 17
4783 6863 18
2238 5175 19
4985 9756 -8
2814 7249 -3
8184 2881 1
6026 9844 -11
9160 1395 15
5637 4560 7
5776 2307 1
7642 8229 -2
4871 132 -8
516 7773 19
1261 7144 -14
1311 7385 8
5539 9948 -6
561 9754 -13
3646 5201 14
722 9999 -8
1236 9897 0
139 8532 -5
2447 5502 -4
2634 6041 -15
1834 2649 -8
1756 4112 -12
6505 2263 13
384 2405 -15
574 5059 1
9163 8764 -15
5175 9086 19
3951 2562 -18
5441 2917 4
7807 3129 1
3053 4868 11
7576 3897 -10
5500 7214 16
125 5548 1
8267 2725 11
4659 2156 -5
939 549 -19
4591 7437 9
7645 8336 20
1425 4367 -9
8677 6786 -17
2375 7316 0
8159 6027 9
835 8633 12
1562 7133 -4
3887 6188 8
6786 8374 -9
2956 9866 -19
5378 7871 9
9647 3111 8
7402 2309 -16
2375 7462 -18
6120 4282 -2
1518 4859 -14
59 8476 -20
7850 4575 -19
2011 2411 13
4244 4291 -1
6683 8576 -18
9448 3819 -9
5653 3042 9
4197 9160 -20
5838 3792 -4
7012 3341 -13
3010 1799 -11
8515 7530 -9
321 6585 -17
6284 1986 -20
4483 8571 19
3262 9531 20
6711 4086 -10
1620 2682 16
8281 2579 11
2539 8634 -9
3444 2124 -9
4291 572 -15
1721 6096 -2
3361 2736 -5
6553 5653 8
9301 191 -1
5124 6942 -19
1891 6308 -18
3768 6702 -19
103 8044 18
4611 7881 -15
8715 3115 8
2045 6484 7
2596 9350 8
6373 6416 19
3666 1195 4
4386 6338 9
9559 8087 -8
7400 8589 5
4671 1163 19
6064 4077 -3
814 7028 1
3628 8400 9
4468 1043 13
5398 2218 -12
1448 9885 15
1192 6070 -9
3246 4287 7
9466 5908 19
2746 973 -3
2409 1115 4
2353 7234 -9
9630 1658 -6
8571 1194 18
6517 8030 5
3803 752 3
8049 1761 1
3035 2406 4
3217 1458 1
5933 543 13
4898 1365 -15
37 7032 8
5111 5693 20
1271 8773 15
1066 8594 16
3325 5738 18
3877 8659 6
2392 1359 -3
1913 8345 20
5631 2961 19
1252 3146 -16
1409 7693 -1
2079 6992 8
9976 9049 11
359 2081 12
3541 1408 12
116 1216 -7
3561 8909 14
8897 8345 19
826 2895 4
3598 3457 -16
7946 4873 4
4659 4117 -9
2716 4173 -9
3177 112 2
2948 6382 20
1522 6771 -11
8727 4132 -10
2755 1945 0
6144 7778 -17
3775 6257 -9
4531 7200 -17
2658 748 -7
8325 9982 11
7143 834 -19
1320 4742 -1
5534 4380 7
1049 4889 19
3166 3670 -18
1228 915 -6
7845 5800 5
7300 1814 12
4333 7799 7
9672 2573 -8
5122 6958 17
3447 5617 -14
4857 3297 -19
9351 8658 -17
8363 7158 4
2951 4580 16
57 6033 -4
5959 9793 -18
1592 1648 4
5659 8673 9
3105 6735 12
8033 4987 5
1034 2519 17
7087 8515 19
8980 3004 1
7554 121 8
8649 3373 18
5649 1337 14
5280 3031 -14
2601 6923 -7
8462 7638 1
2163 8017 -9
5866 5496 11
8009 5779 -2
5883 1521 9
1129 4732 1
4065 2543 16
9456 211 16
1690 9808 9
2203 2853 2
2394 7391 -16
6805 1483 -15
8985 2433 -2
4438 9820 19
572 6316 11
6932 6882 18
7414 9542 17
4765 677 2
8274 434 -6
5350 3515 -16
81 8620 -5
8853 4726 2
8666 5276 -10
7467 5836 -2
5890 8210 14
8782 1293 -8
1407 8128 -8
6407 6151 -5
2457 9313 -14
4702 980 -12
5061 7694 19
8222 3641 -10
2859 6895 11
45 4310 -14
1285 4490 -20
5066 4687 17
559 2341 19
5081 2771 -11
1565 6640 -15
4484 8983 -6
5923 2803 -11
732 8183 -2
9051 3009 13
5260 6066 2
566 9239 -18
8022 3110 -8
9546 9338 -8
7980 278 -6
5064 3385 10
140 4654 -1
6211 4569 18
4257 9829 -15
5376 5855 -5
266 6497 18
8543 7577 -11
7497 2824 1
5939 177 9
4729 4376 -5
8473 5377 20
3388 7427 -19
1350 7587 16
6301 637 19
6731 1594 1
9362 9609 1
5861 9119 -10
9368 4813 20
1686 6519 -13
2389 5997 2
4621 8333 -6
5245 852 -11
1329 7103 -16
2590 3405 -5
8742 6225 1
8390 8892 11
2963 92 2
5393 1453 -6
3041 8489 -7
6530 5620 20
6955 2233 -20
4692 2612 17
8049 6554 13
8380 4125 4
8252 9766 19
6706 7272 -17
1953 8864 13
9440 6198 5
5751 2547 -7
7865 8269 -11
2614 5469 18
1856 8755 -12
4736 9838 -15
3877 6856 20
6426 2047 -4
747 5076 -17
6930 3269 -20
8303 6495 -18
309 4833 -20
9751 7832 7
4493 7599 0
4302 1515 -12
7139 6859 17
3174 7431 -13
1473 4469 6
2999 9194 -15
4873 6493 -14
6394 2000 7
2048 5873 -15
2977 4545 10
9234 9800 -13
107 7051 -18
320 8180 15
7676 9153 11
8014 1041 -3
8650 9608 19
9620 2078 -3
315 590 12
267 1222 -5
8386 1958 -1
2295 108 -10
9648 4859 -20
3813 2186 -15
9747 9019 14
5746 4512 10
9907 2866 -17
8808 9820 -18
5298 8319 -14
5611 4927 20
4381 6934 18
4962 4805 -11
3257 6469 -14
3103 4054 -5
6274 4685 -15
9990 8921 17
1418 5775 19
1801 5408 1
373 4294 -19
2541 2120 -19
602 4509 14
3094 8394 12
567 7254 9
600 5006 7
4853 656 -9
9276 6928 16
3431 9112 -16
1117 3346 -5
8677 3426 4
8070 2690 19
9185 5726 -15
8641 7209 13
5378 6363 15
3441 8910 11
929 1825 -8
5993 5819 -13
4476 8080 3
2106 1189 12
1476 6601 -5
8881 6505 -14
2958 3385 18
3248 9802 10
2161 986 5
4020 9690 -3
3621 2560 -5
5782 6796 1
720 1480 -8
9902 2186 -20
2889 669 0
3841 5124 -20
5612 8637 8
4229 487 4
1937 6846 -14
8609 7305 19
2332 933 7
9841 276 0
8180 4026 -3
4426 6996 20
5843 9601 16
7163 3672 -5
8225 8410 -12
844 2307 -17
4723 9487 4
2801 7819 3
8448 875 -1
7419 6843 -16
328 7631 11
6018 8525 3
1478 734 2
1468 6591 19
4693 2506 14
2195 1566 -6
6096 4025 -6
8986 724 -18
2223 207 4
1573 3178 7
3186 7670 6
2173 6394 19
8191 209 9
3872 9693 -20
9969 7206 20
325 7283 0
6557 9316 -16
722 3315 -2
3114 1215 -7
9721 2659 7
4737 2364 -17
8801 8625 17
904 6268 19
2338 9396 6
2768 9826 18
1666 6919 -6
1541 1262 11
9766 9278 -4
3916 6686 2
7820 1618 17
7393 5653 -7
2046 4838 -9
8375 885 -10
665 7174 -5
5055 281 -10
4649 7698 6
1587 4067 4
4660 7061 1
5176 2032 17
708 2942 -12
8382 7149 -6
9692 4127 13
4192 6004 -20
204 5536 -15
5878 7877 2
6309 9082 -5
7947 735 -7
9028 1894 16
8277 4091 -5
7827 5284 -17
1292 6093 4
6123 480 8
2078 1054 16
5379 5131 8
5959 6299 10
3698 1510 -1
3853 1001 15
4430 887 -17
1511 4732 9
9481 4335 16
2800 5903 6
8153 7039 -7
2808 4862 9
4177 2368 13
6627 7841 -17
5843 7042 11
3562 7165 -18
6371 1283 20
4281 479 -1
4974 8055 14
725 7400 8
3256 432 13
9696 3990 19
55 6574 13
3918 9852 -13
510 50 -5
8554 5036 16
6061 6820 20
7174 467 12
1282 4783 -10
7208 8059 4
8424 168 6
5194 5457 20
4723 4536 -15
1759 5002 -6
9959 5318 -13
3652 3902 17
5461 1301 4
3219 3849 -10
3287 865 -8
7312 1102 -14
1247 8542 19
4731 6667 -5
7657 2598 -3
1807 7269 19
2512 6797 -2
2412 734 -5
1239 2942 -12
6075 5746 10
247 9797 -16
3644 6305 18
5222 3312 4
8408 2554 9
6845 1365 -10
7666 5671 4
3172 5764 -11
899 9549 2
4641 3075 -3
1894 2310 -17
1400 6490 10
3664 5490 12
4435 4752 2
5218 7862 -19
1200 9672 -14
2120 7522 15
4000 8195 -10
5338 6213 -2
831 7130 -18
6493 4991 19
9963 3677 -12
6934 4808 -4
3777 9567 1
8094 4845 -16
8284 7966 13
222 1893 14
8010 7042 12
7 1567 4
8224 9171 18
3927 7848 -11
9517 202 14
525 5440 -15
6205 1110 -6
930 5365 18
543 6897 2
8711 4331 6
7057 7503 18
892 3744 19
2788 7779 -8
9413 459 6
4049 3228 -17
4938 271 6
2604 522 16
5820 5436 -5
3228 9475 -5
8247 3031 -17
8935 7772 6
2527 2705 20
1289 1643 8
3367 1270 -3
7718 6789 -11
2440 3668 3
9093 580 -5
4393 4660 8
8061 5523 -9
1362 6998 -1
5578 8850 18
7126 7178 -18
6607 2752 8
2609 5691 7
8553 520 -17
6642 71 -15
486 213 -16
3532 7806 1
4712 3875 7
6597 1713 17
9600 3315 -1
3494 9134 14
7131 3299 11
8451 1579 20
2456 3257 16
1333 5298 -2
9988 8047 9
6772 8183 17
9634 1654 -2
182 487 18
4839 3589 4
7516 7491 5
5803 9500 4
3628 4488 0
821 8756 5
4984 1123 -11
5432 1368 -13
2590 3823 17
6306 7228 14
2544 5940 -20
6139 1218 -7
8960 3279 3
1538 5820 -18
6224 2800 15
3060 9818 -20
9319 5869 2
5337 1787 16
4798 6429 4
4760 4095 15
1155 3299 3
4463 1733 -19
4429 2925 -11
8098 2811 8
5104 3334 16
5160 4470 -16
8574 8362 16
7436 3619 3
849 8108 16
2367 8676 -7
3416 5477 -18
7611 6150 15
2650 3176 13
2584 2657 17
8353 1985 -18
1229 2465 -14
677 7797 -15
7240 181 -6
5951 9698 -19
9643 6938 -5
7378 6784 18
3095 8048 16
431 4664 -6
9648 2926 -10
5722 8298 -1
4899 1251 12
1610 9555 12
6843 4488 -5
9676 3815 -2
6404 7205 10
3272 6113 0
6295 8481 -15
4421 363 -10
9514 2597 -20
8633 7245 -11
5857 5944 16
5939 5510 16
8083 8328 -19
1055 61 15
1241 540 3
2791 3853 7
7250 6433 -7
9282 9344 15
2316 2215 10
5428 6938 -3
8929 5881 6
5343 785 -17
27 1535 19
8628 2578 16
3730 1767 -3
7761 5054 -15
510 4803 -3
347 4586 -19
9949 9284 18
3671 7944 -14
1747 2367 -2
2535 5152 4
3291 2420 3
4727 9683 20
4211 5085 -17
357 9275 -18
345 4346 -4
6537 557 2
8962 1277 -11
8019 6945 -17
5693 9702 -13
3983 932 15
5126 1744 -1
8762 4374 -17
6813 6319 -16
4012 8437 0
6679 1444 2
4752 5095 -12
8895 4078 7
2457 5604 -17
2624 6438 14
5751 1507 8
422 997 0
2496 5759 15
5106 2501 -13
8610 597 -4
2174 8866 12
8568 1592 12
8074 6021 -6
3212 7609 -17
2356 4407 2
4856 9495 2
7571 7334 3
2061 7313 -3
4503 4550 7
5792 1194 -15
8858 6857 -12
6871 9769 12
3030 2071 16
6409 6371 18
853 4236 6
4061 8560 8
2730 8465 5
175 4422 12
7923 6602 -2
5124 3198 8
5394 418 -5
1680 9651 1
5457 2040 19
5782 4754 -3
2664 6269 -12
5746 1197 -13
8365 404 10
982 6050 -8
3342 5616 -9
5670 5960 11
7794 317 -9
7090 6745 13
7999 8245 15
6313 190 19
3578 6349 -15
2340 4413 20
217 510 13
9846 9417 -20
6788 7588 -12
3374 1586 -12
9825 4815 15
1185 3403 -1
2273 9176 6
6851 5871 10
7598 1501 -10
1913 3810 3
4494 2602 -11
2960 3929 19
3508 1945 -7
7040 8108 8
1065 5032 8
8169 2988 -14
6750 3126 4
7264 5587 -14
8518 3683 3
9048 8383 -12
5238 3424 -13
1199 5768 18
4794 9897 8
889 5343 -2
6954 516 15
9412 1359 9
8083 350 -10
817 1014 -1
4383 1106 6
8988 4667 -5
6352 739 -17
2147 723 15
6169 4531 6
5920 6518 -2
4831 1484 10
2269 6075 16
6479 6367 -13
1253 8011 -8
717 2514 2
4304 1855 -16
7721 4357 16
6565 5541 15
5861 1136 10
1267 4864 -8
981 5565 0
112 374 8
2813 8840 -15
3187 7425 -15
7186 2109 15
6159 2411 -18
2 3473 -7
9523 749 -4
9012 6807 -1
8009 2036 -19
1575 5617 10
8622 9014 2
8857 1124 18
7873 8992 -9
2795 141 -7
8039 3956 -8
5669 753 7
9778 4706 17
6565 6552 -19
196 3624 7
467 9529 8
3993 8837 11
5112 3794 -16
5346 7952 20
634 8860 11
2550 5754 14
9532 8428 4
5821 6170 -19
4983 1982 13
6025 3451 -3
4033 3042 -13
1924 7172 -4
9205 8083 18
3512 1959 7
5666 267 13
6165 850 3
9440 731 -20
1563 8034 -2
9375 7003 12
9360 6567 -14
4386 669 2
9786 6912 6
3726 544 -7
3683 213 20
3265 3069 7
5640 5244 0
4696 7116 4
2065 8710 -16
3350 9486 -7
38 2941 -17
4733 4505 17
6504 5455 19
8871 4143 18
1139 1393 -12
2650 5354 -11
5648 1143 -14
3679 2957 -10
2614 5856 -15
6911 4513 12
4525 1979 16
5305 4862 -15
1744 8115 -8
1932 5433 -8
9008 9870 -19
3467 5176 9
9043 8406 -15
7764 1240 13
694 9880 -5
4137 5963 18
5408 7138 -11
2590 4317 -9
7138 4996 0
8294 166 20
2335 4282 6
8909 2041 18
90 480 -2
9458 6467 5
3252 4409 -19
3705 8210 17
3410 7128 -15
8368 7847 -13
8180 7765 15
9530 1286 -1
612 1622 16
1339 8901 -16
1198 4758 14
2285 1775 -2
3416 8456 -14
3349 9723 3
7961 5727 -17
655 6282 2
4309 4041 -15
491 4555 -12
7575 8919 4
7137 9578 -9
8299 5307 -19
9247 9353 -12
6799 6440 -14
8779 5091 -20
53 5454 -6
410 1137 -5
1247 4892 5
2461 5731 3
5965 1970 11
5535 5889 10
7822 4042 -14
2130 8883 16
627 2313 14
5522 793 -11
7183 2526 9
4964 8559 -12
8136 6329 15
5916 9025 -1
621 1421 -11
3944 2263 -20
5592 6144 12
5197 6413 10
6228 6035 17
7924 7133 17
9216 7306 3
5777 6076 15
2623 7539 -11
8282 8085 -10
6936 1984 12
1817 4981 -4
9302 2321 11
7422 8642 10
3576 4458 8
7263 2284 -11
804 9309 16
2916 2199 -11
1857 4334 -20
7204 4573 9
3037 5422 -17
2248 5760 7
7380 2758 19
5265 2300 6
6558 4880 17
8762 9463 -10
7606 1957 3
4595 3955 -13
473 7489 10
3790 2738 19
7128 2412 9
1038 3 -8
5184 9779 18
4578 3783 5
145 8915 -13
3288 449 -7
1145 5535 -6
3540 6661 1
3588 8391 3
7523 893 4
8293 6578 -16
4026 670 -3
9237 1867 -5
8564 3640 14
8606 1510 -12
1268 3001 6
6166 2062 -11
2265 1030 -3
4625 5400 1
9885 9359 -14
3226 4198 -13
917 9219 -11
6736 4404 -11
5288 4099 -17
4921 1408 -18
9032 3103 -16
9598 6050 -1
4461 8544 -12
7162 6859 -19
2994 4382 -11
6212 8854 14
4011 2652 -10
3891 3344 8
7730 1594 4
1417 4139 4
5011 8589 10
8865 3960 -7
6647 4849 -10
5071 7550 -19
4589 5421 -8
1413 6840 17
8386 7420 19
8960 674 -8
3518 3251 -12
610 3373 -9
524 2487 -8
4041 3468 17
7168 9500 -20
8763 6906 3
6251 2265 -3
4145 5095 -7
5261 8884 19
1061 4024 1
8519 4477 -6
2015 3033 11
7555 5854 6
2260 853 5
1554 5520 -19
1360 5965 -7
5980 8580 9
232 9411 17
2931 7336 16
3262 4846 17
3636 8693 2
2856 792 -14
7330 2388 14
4976 6577 14
3762 1469 15
4791 3053 12
7663 7486 -19
3551 3389 -1
7111 1397 11
1744 5735 6
6654 5403 8
611 8327 15
